title,job_type,city,code,hc,max_salary,min_salary
后台开发Leader,后端,杭州,AFVP,2,100,50
资深后端开发工程师 - SaaS平台,后端,北京,5D9P,2,70,25
高级后端开发工程师,后端,北京,BVKP,20,60,30
PaaS平台研发工程师 — 代码发布管理方向,后端,上海,RF1W1,5,50,25
服务端技术负责人-性能优化,后端,北京,JHPC2,1,100,50
高级Java研发工程师,后端,北京,RXAV1,10,50,25
抖音直播服务端核心研发工程师-游戏方向,后端,广州,6RDP,6,50,25
边缘推理（高级）研发工程师,后端,上海,ED4P,2,50,25
资深后端研发工程师-电商商家数据产品,后端,上海,JJFMP,10,45,35
后端研发工程师-实验评估,后端,北京,PM62,5,50,30
服务端高级研发工程师-短视频,后端,上海,JKUK1,20,50,25
AI-Lab 自然语言处理算法工程师-模型优化方向,后端,上海,JLWR2,5,60,30
后端开发工程师-电商商家与运营,后端,北京,FY51,5,55,30
后端开发（高级）工程师-房产（北/上/杭）,后端,北京,JL4P,10,50,25
直播CDN/实时通信SRE工程师,后端,北京,8HNQ1,5,50,25
服务架构研发工程师-今日头条,后端,北京,J8UH2,10,40,20
推荐架构工程师-电商,后端,杭州,JGKW2,10,50,20
流媒体开发工程师,后端,深圳,JNTQ1,5,50,25
服务端研发（高级）工程师 — 开言,后端,上海,JWBKP,2,50,25
资深边缘计算系统工程师,后端,杭州,RGN1,5,60,30
业务增长研发负责人,后端,北京,J7Q31,1,80,40
资深后台开发工程师-飞书,后端,杭州,J2GWP,10,40,20
网络研发专家,后端,北京,8Y5R1,2,60,30
音视频实时通信开发工程师,后端,深圳,8NTQ1,5,50,25
高级后端研发工程师-飞书,后端,北京,R3AK1,5,50,25
Java开发工程师-供应链金融,后端,北京,JTBRP,1,40,20
后端核心研发工程师 - 国际直播,后端,深圳,VM5V,20,60,30
后端开发工程师——飞书,后端,北京,JTEU1,3,50,30
服务端高级架构师 - 抖音（杭州）,后端,杭州,JTTLP,20,60,30
服务端技术专家-飞书视频会议,后端,上海,JKE21,1,70,40
后端研发Leader -飞书企业应用（三亚）,后端,三亚,JS3RV,5,80,50
抖音直播社区服务端leader,后端,杭州,Q8KP,1,120,60
后端架构师 - IDaaS/IAM 方向,后端,杭州,3P12,2,40,20
后端开发leader(业务中台)-飞书人力套件,后端,北京,JXVY1,3,80,40
后端开发leader-飞书人力套件,后端,上海,GPVP,1,80,40
西瓜视频服务端开发工程师,后端,北京,N7H1,30,40,20
服务架构后端核心研发工程师_直播中台,后端,北京,J6M12,10,50,30
服务端(高级)研发工程师-边缘计算,后端,上海,J6RJ1,10,40,20
后台开发工程师-飞书,后端,杭州,VJLP,10,40,20
资深后端研发工程师 - aPaaS 方向,后端,杭州,JRR12,2,40,20
广告投放高级研发工程师,后端,北京,841R1,5,40,20
系统集成工程师 — 呼叫中心方向,后端,北京,J29LP,1,50,30
高级后台开发工程师-飞书,后端,深圳,JRK7P,3,60,30
后台开发工程师—飞书,后端,深圳,JQJ7P,2,50,25
弹性云主机平台研发工程师,后端,杭州,JE76P,10,50,25
数据库DBA工程师,后端,西安,J3F22,10,50,25
PMO项目管理-技术中台,后端,深圳,9PB1,3,70,35
后端研发工程师 — 网络中台方向,后端,上海,JS6SP,5,60,30
后端开发工程师 — 直播/实时通信,后端,上海,JXCQ1,5,50,25
抖音直播服务端核心研发工程师-基础架构,后端,深圳,8B7F1,10,50,25
后端架构师/负责人-商业化技术,后端,杭州,JQ2SP,2,60,40
爬虫工程师,后端,杭州,X8GP,10,40,20
广告投放架构高级工程师-Ads Infra,后端,上海,JFE71,5,80,40
后端研发leader-飞书,后端,杭州,RU4M1,1,70,35
后台研发工程师 — 抖音,后端,深圳,RJXM1,10,50,25
服务端(高级)研发工程师-CDN方向,后端,上海,893J1,10,40,20
SRE高级工程师,后端,北京,8E7R1,3,40,20
服务端研发工程师-行业增长,后端,深圳,L35V,20,40,20
边缘计算-平台研发,后端,杭州,5J3P,10,50,30
机器学习平台负责人-AML,后端,北京,R1HV,1,100,60
后端研发工程师-平台研发,后端,北京,T2J1,5,45,25
服务端架构师 — 抖音短视频,后端,成都,8KM51,5,60,30
后端开发工程师-AML机器学习解决方案,后端,北京,JM7W2,5,50,30
后端开发工程师-AIOps方向 ,后端,杭州,W96P,5,40,20
网络性能分析工程师 - 数据方向,后端,北京,JNUSP,7,50,20
大数据研发工程师,后端,北京,R4731,10,40,20
云网络平台高级研发工程师,后端,成都,VQDP,5,50,20
后台核心研发工程师-国际化直播,后端,广州,FAJP,30,60,25
国际化广告投放工程师,后端,北京,TYW1,5,50,25
平台开发工程师 — 游戏方向,后端,杭州,8KFM1,7,40,20
实时传输网络研发工程师 ,后端,上海,JYG6P,4,60,20
地理位置中台方向工程师,后端,深圳,J3VM1,5,40,20
数据库DBA工程师,后端,北京,JQS7P,10,50,25
后台研发工程师-CDN方向,后端,北京,JT2J1,5,45,25
AI-Lab后端开发工程师 — NLP方向,后端,上海,J836P,4,40,20
后端研发工程师 - 杭州 - 懂车帝,后端,杭州,8CK2,3,50,25
资深后台开发工程师-飞书,后端,杭州,JXXVP,3,60,30
搜索后端工程师,后端,北京,J7SN2,2,60,30
服务端资深研发工程师-生活服务（商业平台）,后端,上海,QEJ2,30,70,30
网络研发工程师-网络管理方向,后端,杭州,JL9P2,2,60,30
发布系统架构师,后端,北京,JTGB1,5,80,40
服务端高级开发工程师-TnS,后端,上海,J8PR2,20,50,25
平台后端研发工程师-国际直播,后端,杭州,7A62,20,50,25
推荐架构工程师 — 抖音,后端,上海,JRW1,5,40,20
高级后端开发工程师-电商数据建设,后端,杭州,JRNJP,5,50,20
服务端技术负责人 - 短视频（用户增长方向）,后端,上海,5S3P,5,80,40
研发负责人-电商方向,后端,上海,JC1QP,1,100,50
后端开发Leader-飞书,后端,深圳,S8QP,3,80,40
APM 接入侧组件工程师,后端,上海,8SHF1,2,60,30
高级SRE研发工程师-抖音/直播,后端,深圳,JSEP2,10,50,25
服务端技术负责人 — 抖音,后端,成都,RJM51,1,80,40
SRE 工程师-飞书 KA,后端,深圳,J8A6P,6,40,20
资深后端研发工程师-服务中台-北京,后端,北京,LR62,5,60,40
后端开发工程师 - 飞书,后端,深圳,KSS2,2,45,25
抖音直播服务端核心研发工程师,后端,杭州,JP98P,9,60,30
iOS开发工程师-抖音/火山直播,后端,北京,JM35P,20,45,25
云平台资深研发工程师,后端,杭州,JG3J1,10,50,30
中间件产品开发工程师,后端,西安,JGW22,10,50,25
服务端高级研发工程师 - 短视频（平台业务方向）,后端,上海,MM3P,20,50,25
后端研发工程师 — 网络平台方向,后端,北京,JGWR1,1,40,20
服务端（高级）开发工程师 - 电商业务中台,后端,上海,RJ2P,20,40,20
客服平台高级研发工程师,后端,北京,KNC1,30,40,20
资深后端研发工程师-转化度量,后端,北京,KE92,5,60,30
后端开发高级工程师-开发者生态,后端,北京,RNWW1,3,50,25
渲染农场TD,后端,杭州,4YY2,10,50,30
后台开发工程师（中级/高级/资深）,后端,深圳,RRAW1,3,50,25
平台开发工程师 — 游戏方向,后端,上海,JAWM1,7,40,20
后端研发Leader-抖音电商自助撮合业务,后端,上海,JLQ8V,1,55,35
交付工程师（后端方向）-飞书,后端,北京,E6SV,6,40,20
后端研发工程师 — 网络中台方向,后端,北京,4SP,5,50,25
服务端架构师—抖音社交,后端,上海,JQTN1,5,50,25
资深后台研发工程师,后端,杭州,8RQR1,3,50,25
AML机器学习平台研发工程师,后端,北京,8GRQ1,3,50,25
后端架构师-火山引擎,后端,北京,JGABP,5,50,25
 数据仓库高级工程师/开发工程师,后端,北京,DDFP,3,40,20
服务端技术负责人 - 短视频（基础技术方向）,后端,上海,E33P,5,80,40
研发负责人-企业号,后端,上海,JEUPV,1,60,30
后端开发工程师-抖音/今日头条/西瓜视频,后端,北京,4KD1,2,50,25
大数据平台高级工程师,后端,北京,898P1,3,40,20
后台研发工程师-智能营销中台,后端,成都,54BP,2,50,25
AI-Lab 语音研发工程师 — 服务架构方向,后端,上海,8LQX1,4,60,40
后端研发leader-IT,后端,广州,JD3G2,1,50,25
电商研发Leader-抖音电商中台,后端,上海,J5NB1,2,65,45
资深后端开发工程师-广告创意,后端,上海,FWJ1,5,50,30
后端研发Leader-飞书企业应用,后端,深圳,JR5P2,1,65,45
资深后端研发工程师-安全风控与隐私合规方向,后端,北京,PSD2,1,45,26
机器学习平台研发工程师-抖音,后端,深圳,RU5W1,5,50,25
服务端开发工程师 — 教育,后端,广州,W52P,20,40,20
后台研发工程师（直播）-抖音/抖音火山版,后端,杭州,L9J1,10,50,20
中间件产品开发工程师,后端,北京,JRR7P,10,50,25
后端开发工程师-火山引擎,后端,杭州,JG6G1,10,50,30
分子动力学/量子力学高级工程师,后端,北京,JM2U2,5,50,30
后台开发工程师-Client Infra,后端,深圳,JW31P,20,40,20
高级SRE开发工程师-抖音智创,后端,深圳,JVAH2,5,50,25
实时视频开发工程师,后端,深圳,JJ1NP,5,50,25
web前端高级工程师 — 数据平台方向,后端,北京,TBP1,3,50,25
IM网络解决方案专家,后端,北京,JPBSP,5,50,20
后端开发工程师-飞书,后端,广州,JGRP,4,40,20
UE4高级游戏服务器开发工程师-绿洲-朝夕光年,后端,北京,J8CLP,2,60,30
高级后端开发工程-钱包支付,后端,北京,J861,10,50,25
云计算平台研发工程师,后端,成都,JJHDP,5,50,20
后端开发工程师-飞书人力套件,后端,广州,JJQRP,5,40,20
资深后端研发工程师-国际化电商达人生态,后端,上海,JNVD2,30,45,35
后台研发工程师 - 国际化直播架构,后端,深圳,JQP12,5,80,40
后端开发工程师-生活服务,后端,杭州,BXA2,20,50,30
python开发工程师-电商,后端,杭州,JK672,3,50,20
隐私合规技术负责人—抖音直播,后端,深圳,JT7KV,6,50,25
后台开发工程师 - 剪映,后端,深圳,JHRX1,7,50,25
广告后端研发工程师-营销科学-北京,后端,北京,JLFPV,3,60,30
服务端研发工程师-线索中台,后端,北京,J3Y42,5,60,30
服务端高级开发工程师,后端,上海,JE33P,20,50,25
服务端架构师 - 今日头条,后端,深圳,7DBP,20,50,25
Java开发工程师-财务报表平台,后端,北京,RC3W1,2,40,20
高级Java开发工程师-商业化流程引擎-飞书企业应用,后端,深圳,GR5P,5,40,20
服务端(高级)研发工程师-平台研发,后端,上海,R6RJ1,10,40,20
服务端技术负责人-国际化直播,后端,广州,UBJP,5,70,40
网络性能优化工程师-传输安全方向,后端,北京,NUSP,5,50,20
云网络SDN高级研发工程师,后端,杭州,VVVV,20,60,30
后端开发工程师 — 星图平台,后端,上海,8HU51,5,35,25
后端研发leader-流量业务,后端,北京,S6MV,1,80,40
后端研发工程师 - 视觉平台方向,后端,深圳,J525P,5,50,25
高级网络平台研发工程师,后端,北京,8BAX1,2,45,25
平台产品经理-抖音/抖音火山版,后端,北京,4HHP,10,50,25
后端开发架构师-钱包支付,后端,北京,PB61,10,50,25
网络通信组件研发工程师,后端,北京,R42J1,2,40,20
后端架构工程师-飞书应用,后端,三亚,8E4M1,10,60,30
后端开发Leader (企业服务)-飞书业务应用,后端,北京,B5JP,5,50,30
网络虚拟化高级研发工程师,后端,上海,NPDP,5,60,30
后端研发Leader-抖音电商C端,后端,上海,JY91V,1,65,45
高级后端开发工程师-互联网信贷,后端,北京,YM4P,10,60,30
服务端Leader-抖音,后端,上海,M671,2,70,50
服务端技术负责人-飞书应用,后端,杭州,N1Y1,6,60,30
服务端研发工程师-行业增长,后端,广州,JBK2P,20,40,20
基础架构高级工程师,后端,北京,R1QR1,3,50,25
后端架构师 —飞书,后端,杭州,JAKVP,10,50,25
广告投放研发工程师,后端,上海,JNJW1,5,50,30
服务架构高级研发工程师-抖音短视频,后端,北京,JS7N1,5,60,30
服务端Leader-教育,后端,上海,JUKRP,4,80,40
云网络数据转发高级研发工程师,后端,杭州,8VVV,20,60,30
后端高级开发工程师-数据生产和云方向,后端,深圳,VE8P,5,50,25
后台研发工程师,后端,北京,RT8P1,10,45,25
（资深）后端开发工程师/专家-飞书企业应用,后端,三亚,5LWP,5,45,25
Java开发工程师 - 电子牵,后端,北京,JFDR1,5,50,25
高级/资深平台开发工程师,后端,广州,JP3T1,5,40,20
用户增长服务端研发工程师,后端,上海,WBGP,10,50,25
研发效能工程师,后端,北京,J8HX1,2,40,20
服务端（高级）开发工程师 - 教育,后端,上海,TYWP,20,45,23
后端开发工程师-休闲游戏发行,后端,深圳,JJVF1,5,50,25
后端研发工程师-电商业务安全,后端,上海,J6FQ2,10,45,20
抖音直播服务端核心研发工程师-游戏方向,后端,深圳,J5FU1,6,50,25
服务端研发工程师（开放平台方向）-抖音,后端,深圳,J7VDP,5,50,25
直播业务服务端工程师-生活服务,后端,北京,HWDV,20,80,40
后端研发Leader-抖音电商自助撮合业务,后端,北京,PDPV,1,55,35
服务端负责人_抖音直播,后端,杭州,JFS2,1,150,80
后端开发Leader-飞书,后端,广州,JDNQP,3,80,40
安全研发Leader-抖音电商,后端,上海,8T2V,1,55,35
直播架构工程师 — 抖音/抖音火山版,后端,北京,8EED1,10,60,30
后端研发Leader-电商物流运营支撑平台,后端,上海,HWAV,1,55,45
后端研发负责人-生活服务营销方向,后端,杭州,GLY2,1,70,50
SoC系统软件工程师,后端,杭州,J365P,6,40,20
高级后端研发工程师/架构师,后端,成都,AB42,3,60,30
广告业务安全攻防工程师,后端,上海,JRE2P,4,50,25
Linux内核研发工程师,后端,上海,R5KD1,2,40,20
服务端(高级)研发工程师-平台研发,后端,北京,8A2J1,5,45,25
抖音服务端技术负责人,后端,广州,J1CKP,2,60,30
基础架构高级工程师-To B,后端,南京,J1SCP,2,50,30
推荐中台架构工程师,后端,北京,R251,2,45,25
服务端研发（高级）工程师 —抖音青少年,后端,北京,JC76P,4,50,25
大数据开发工程师/专家-视频云,后端,北京,RLHD1,10,40,20
云网络SDN高级研发工程师,后端,成都,3DLV,5,50,20
技术负责人—研发效能平台,后端,北京,J9XHP,1,80,40
后端研发工程师-钱包支付-抖音/直播,后端,北京,87A2,30,50,25
服务端高级/资深开发工程师-电商,后端,上海,FCTP,2,50,25
后端研发leader-电商售后中心,后端,上海,E11P,1,55,45
边缘计算技术负责人,后端,杭州,JWRJ1,5,50,30
达人联盟服务端工程师-生活服务,后端,北京,JWLDV,20,80,40
后端研发工程师-主播体验&运营-抖音/直播,后端,北京,JHQC2,20,50,25
 后端架构师- IDaaS/IAM方向,后端,北京,JBXFP,3,40,20
后端研发工程师-生活服务（商业平台）,后端,北京,J63A2,20,60,25
后端研发leader-IT,后端,上海,HY62,1,50,25
资深服务端研发工程师（飞连）- 火山引擎,后端,北京,JDAU1,5,45,30
后台开发工程师,后端,深圳,P4Q1,15,22,18
后端高级开发工程师-抖音,后端,上海,JV95P,10,50,25
云平台DevOps工程师,后端,北京,VD2P,3,40,20
平台研发工程师 — 发布工程,后端,北京,JSCH1,10,40,20
广告策略引擎研发工程师,后端,上海,JH7PV,2,50,25
资深后端开发工程师,后端,成都,S1L2,1,38,25
服务端架构师 - 今日头条,后端,广州,J2EBP,2,100,50
服务端架构师-生活服务,后端,北京,9V52,25,60,30
推荐后端工程师,后端,北京,J42N2,2,60,30
云网络NFV高级研发工程师,后端,北京,ME2P,5,50,25
后端核心研发工程师 - 国际直播,后端,广州,LM5V,20,60,30
资深后端研发工程师-电商物流,后端,北京,JFH61,4,45,35
后台开发工程师-飞书,后端,杭州,UDVP,10,40,20
UE4研发工程师,后端,北京,J751V,5,36,18
后台核心研发工程师——抖音社交,后端,上海,JFAN1,5,50,20
后端开发工程师 - 用户画像方向,后端,南京,HUHP,10,40,20
服务端研发工程师-研发效能,后端,深圳,J8R32,5,50,25
后台开发工程师-推荐中台,后端,北京,JTDDP,5,40,20
后端开发工程师--番茄小说,后端,北京,J6VF1,15,40,20
抖音直播服务端核心研发工程师-运营平台,后端,深圳,DSV2,5,50,25
