title,job_type,city,code,hc,max_salary,min_salary
XR产品原型工程师,多媒体,上海,JNNMV,5,50,25
多媒体开发工程师,多媒体,上海,J3451,7,60,25
安全高级/资深工程师-抖音,多媒体,广州,9VQP,15,50,25
音视频引擎研发工程师,多媒体,杭州,RF3K1,5,60,30
多媒体高级开发工程师 — 抖音短视频,多媒体,北京,9K31,5,60,30
资深 SLAM 算法工程师,多媒体,杭州,J4AH2,5,60,30
交互工程-创意算法方向,多媒体,深圳,JS15P,5,60,30
iOS多媒体SDK研发工程师,多媒体,上海,RNPQ1,5,40,20
特效性能优化工程师-抖音,多媒体,深圳,JNKV,15,60,30
多媒体iOS平台研发工程师,多媒体,杭州,J69X1,5,50,25
多媒体视频算法SDK负责人,多媒体,深圳,RL6P,1,80,40
Android多媒体SDK 研发工程师,多媒体,上海,8GPQ1,5,40,20
多媒体音视频云编辑研发工程师-抖音,多媒体,深圳,67B1,5,60,30
安全高级/资深工程师-抖音,多媒体,深圳,3HQP,15,50,25
多媒体Android平台研发工程师-互娱研发,多媒体,杭州,8B8X1,5,40,20
音视频引擎研发工程师-抖音,多媒体,深圳,BR12,5,60,30
Camera算法集成工程师——抖音（AI方向）,多媒体,上海,86CK1,5,50,25
iOS音视频研发工程师-抖音,多媒体,广州,XYC1,5,60,30
特效性能优化工程师（中高级）,多媒体,杭州,JH81P,5,60,20
音视频测试开发工程师,多媒体,深圳,NVG2,5,60,20
视频编解码算法工程师,多媒体,上海,86DL1,2,50,25
设备性能画像平台开发工程师,多媒体,深圳,JCT8V,5,60,30
桌面端研发工程师 — 抖音短视频,多媒体,深圳,87XS1,5,50,25
音视频引擎研发工程师-抖音,多媒体,广州,JC7C1,5,60,30
资深音频算法工程师,多媒体,深圳,C5CP,5,80,40
特效图形/图像开发工程师 — 抖音短视频,多媒体,广州,J1RY1,15,50,25
多媒体音视频云编辑研发工程师-抖音,多媒体,广州,J5W12,5,60,30
客户端C++研发工程师 — 深圳IES,多媒体,深圳,VWR1,5,40,20
直播客户端C++工程师,多媒体,北京,RMRL1,5,40,20
SLAM 算法工程师 - AR方向 ,多媒体,杭州,T5H2,5,60,30
Android音视频研发工程师-抖音,多媒体,深圳,895K1,5,50,25
3D引擎技术专家 - 云端Web方向,多媒体,深圳,JN5YP,2,50,30
交互工程-技术工具方向,多媒体,北京,RMKP,5,50,25
设备性能画像平台开发工程师,多媒体,广州,6C8V,5,60,30
图形图像算法工程师,多媒体,上海,KY51,10,60,25
多媒体算法工程师,多媒体,上海,QKY1,5,60,25
后端研发负责人-直播内容创作-抖音/直播（北&杭）,后端,北京,B1554,2,70,50
容器研发工程师,后端,北京,L7514,2,50,30
游戏加速技术/网络优化负责人,后端,深圳,I2598,1,80,50
服务端开发工程师-国际化电商,后端,深圳,W3098,10,50,25
高级后端研发工程师 - 技术商品管理,后端,北京,Y0251,5,50,25
高级后端研发工程师 - 技术商品管理,后端,上海,G4690,5,50,25
CRM系统架构师/leader - 飞书企业应用（北/上/杭）,后端,北京,L7115,6,90,50
服务端开发leader-飞书开放平台,后端,北京,R1047,1,60,30
基础平台研发工程师（管控方向）,后端,北京,K7888,4,45,30
安全研发工程师-信安方向,后端,北京,W9326,2,50,25
上位机高级开发工程师-Pico 交互数据实验室,后端,北京,L8763,2,60,30
安全研发工程师-信安方向,后端,深圳,L7289,2,50,25
网络自动化工程师,后端,深圳,I5200,2,60,30
【通用】后端工程师-成都,后端,成都,G8492,20,50,25
视频国际版服务端负责人-Pico,后端,北京,Q9985,1,80,50
资深研发工程师-零代码/低代码业务-安全&权限方向,后端,杭州,V3590,10,60,30
国际支付架构研发工程师,后端,杭州,Y1713,10,50,30
异构计算架构师,后端,深圳,J3KQL,5,40,20
广告平台高级研发工程师-国际化,后端,深圳,K6844,2,40,30
交易平台服务端工程师-生活服务,后端,成都,J1821A,10,60,30
国际支付系统研发工程师 - 开放平台方向,后端,杭州,U7113,10,50,30
国际支付系统研发工程师 - 支付营销方向,后端,杭州,Y9736,10,50,30
公立医院SaaS系统架构师,后端,北京,NYGL,5,60,30
网络自动化工程师,后端,上海,B9776,2,60,30
高级后端研发工程师-用户画像,后端,北京,S2049,5,40,20
Network DevOps Engineer,后端,新加坡,C2763,1,4,2
资深后端研发工程师-电商交易,后端,杭州,S1822,10,45,35
边缘计算 IAAS 研发工程师,后端,北京,T7PL,7,50,20
业务平台后端开发工程师-火山引擎,后端,北京,Z4728,5,50,25
基础架构研发工程师/架构师-飞书架构,后端,成都,E7706,8,70,35
数据传输服务开发工程师,后端,北京,T2697,5,50,30
云网络资深技术专家/技术负责人,后端,北京,M0789,2,60,30
后端研发工程师 - 技术商品管理,后端,上海,P9753,5,50,25
云网络研发专家,后端,北京,I3995,2,60,30
云计算IaaS后端开发工程师/架构师-飞书架构,后端,成都,C0972,8,70,35
高级C++研发工程师-Pico 工程架构,后端,上海,Z2912,3,80,50
平台后端工程师-DevOps Platform,后端,北京,R4876,10,30,15
业务平台后端开发工程师-火山引擎,后端,北京,J33XL,5,50,25
后端架构师- 抖音电商中间件方向,后端,北京,I3291,1,45,35
业务架构高级工程师,后端,上海,L4499,5,65,35
后端开发工程师,后端,深圳,SPTL,2,40,20
后端研发技术专家/工程师-抖音直播,后端,杭州,Q4904,4,70,40
地图数据平台工程师-服务端,后端,北京,C1075,10,40,20
资深后端研发工程师-抖音电商联盟业务（北/上）,后端,北京,J1756,10,45,35
交易平台服务端工程师-生活服务,后端,上海,S4377,10,70,40
视频服务端开发工程师-Pico,后端,北京,H0328,23,70,40
后端开发工程师-火山引擎智能推荐平台,后端,深圳,H3932,2,50,25
云网络SRE工程师,后端,北京,P2035,2,60,30
Java开发高级工程师 — 数据安全方向,后端,北京,U6482,5,50,30
后端开发工程师（平台方向）-电商,后端,北京,P3187,5,60,30
后端开发leader-飞书文档,后端,武汉,O3532,1,100,50
业务DBA工程师-飞书,后端,深圳,V4191,3,40,20
CADD/AIDD 高级工程师,后端,北京,X7729,2,60,30
业务架构资深工程师 - 用户增长（广州）,后端,广州,Z0863,3,65,35
后端研发Leader-抖音电商中台,后端,杭州,M1246,2,65,45
高级研发架构师（生信方向）,后端,深圳,T7969,1,80,50
资深后端研发工程师-电商商家与运营（北/上/杭）,后端,北京,U2133,5,45,35
后端架构师-aPaaS平台,后端,上海,A2840,3,100,60
基础架构研发工程师/架构师-飞书架构,后端,北京,E3291,8,70,35
研发效能高级/资深开发工程师,后端,北京,H5339,3,65,35
数据后端开发-飞书业务应用,后端,杭州,D4617,5,60,30
资深后端研发工程师-抖音电商治理平台（北/上/杭）,后端,北京,G8764,10,45,35
后端研发工程师-产品商业化支撑-火山引擎,后端,深圳,C8392,1,50,25
资深后端工程师-零代码/低代码业务-搜索方向,后端,杭州,F9345,2,60,30
资深后端研发工程师-抖音电商服务与体验（北/上）,后端,上海,P1020,30,45,35
后端开发工程师-生活服务-商业平台（成都）,后端,成都,P4880,5,55,25
云计算IaaS后端开发工程师/架构师-飞书架构,后端,北京,W1660,8,70,35
资深后端研发工程师-抖音电商C端（北/上/杭）,后端,北京,X3679,20,45,35
Linux操作系统架构师,后端,深圳,T2873,5,50,30
国际支付高级研发工程师,后端,上海,E4374,15,50,25
电商效率工程技术专家,后端,北京,L2518,1,60,30
后端架构师- 抖音电商中间件方向,后端,上海,A1211,1,45,35
国际支付高级研发工程师-杭州,后端,杭州,B2684,10,50,25
后端开发工程师-直播,后端,北京,A5999,9,50,25
异构计算架构师,后端,杭州,G4912,5,40,20
电商效率工程技术专家,后端,北京,F6654,2,80,50
国际支付高级工程师 - 钱包方向,后端,上海,R5439,10,50,30
资深后端研发工程师-电商供应链与物流（北/上/杭）,后端,杭州,B3208,20,45,35
后端研发工程师 - 技术商品管理,后端,北京,O2124,5,50,25
资深后端研发工程师-抖音电商服务与体验,后端,北京,L4303,5,45,35
后端架构师/技术专家TL-内部经营分析方向,后端,北京,V2974,2,80,50
服务端技术负责人-国际支付,后端,深圳,L8400,10,80,40
java服务器开发工程师-朝夕光年,后端,北京,P3822,2,50,30
系统架构PMO,后端,北京,T6492,3,60,30
Technical Program Manager/PMO Lead- Sys,后端,北京,L6454,1,80,50
Linux操作系统架构师,后端,杭州,Z4879,5,50,30
高级后端开发工程师-皮皮虾,后端,北京,Y8803,5,50,25
资深后端研发工程师-抖音电商物流基础平台,后端,北京,K4562,10,45,35
后端研发Leader-抖音电商中台,后端,北京,F6999,2,65,45
后端研发负责人-运营中台-抖音/直播,后端,杭州,C7721,1,80,50
资深后端研发工程师-抖音电商风险治理,后端,北京,V4042,2,45,36
后端研发Leader-抖音电商商家增长,后端,上海,I3342,1,55,45
后端研发Leader-抖音电商服务与体验,后端,北京,U8617,2,65,45
广告平台高级研发工程师-国际化,后端,北京,D8862,3,60,40
业务风控后端研发工程师-国际化电商平台治理,后端,杭州,G2141,30,35,20
服务端研发工程师-抖音电商服饰,后端,北京,M0526,10,45,20
业务风控资深后端研发工程师-国际化电商平台治理,后端,北京,U0897A,30,45,35
高级后端开发工程师,后端,北京,P3633,2,110,55
后端研发Leader-抖音电商权益保障,后端,上海,L6193,1,65,45
国际支付高级工程师 - 钱包方向,后端,杭州,Q8202,10,50,30
统计分析工程师,后端,上海,JHQN2,3,40,20
服务端高级研发工程师 - 短视频（社交方向）,后端,上海,6H3P,20,50,25
后端开发工程师-飞书文档-知识库,后端,广州,39CV,5,60,30
服务端研发工程师-生活服务（商业平台）,后端,成都,6RCV,5,45,25
机器学习推理框架研发工程师-AML,后端,杭州,JGT42,3,50,20
稳定性方向架构师-国际化电商,后端,杭州,JBLRV,4,55,35
服务端架构师-智能创作,后端,广州,JKMVV,5,60,30
高级后端开发工程师-架构方向,后端,上海,JV83P,5,55,30
后端开发工程师（企业服务）-飞书人力套件,后端,北京,X3A2,5,60,30
后端（高级）研发工程师- 国际化电商运营平台,后端,杭州,J1W1V,3,60,30
数据仓库（资深）架构师,后端,北京,RCPR1,3,50,30
资深后端研发工程师-电商/本地广告方向,后端,北京,J472L,2,60,30
业务架构Leader-抖音电商,后端,杭州,HEPL,1,65,45
后端研发工程师 — 风控方向,后端,北京,JPFH1,5,40,20
后端研发工程师-国际化电商平台治理方向,后端,上海,6HD2,30,45,35
平台治理后端开发工程师-生活服务,后端,上海,J12G2,30,80,40
后端开发工程师,后端,广州,L54P,2,40,20
后端研发Leader-电商风控工程,后端,杭州,JUB2V,1,60,45
服务端技术负责人-国际化短视频,后端,上海,D3JP,5,100,50
服务端技术高级研发-国际化电商,后端,深圳,JDT7P,3,80,40
区块链研发工程师,后端,北京,J4JVL,3,50,25
CDN高级研发工程师,后端,杭州,VSJ1,10,60,30
后端研发工程师-国际钱包（支付）,后端,北京,JV3NP,5,60,30
后端开发工程师,后端,上海,JAC6P,2,40,20
后端开发研发leader-飞书企业应用SaaS商业化(北京）,后端,北京,JXXYP,5,65,45
后端研发工程师-数据服务方向,后端,杭州,VJA2,5,75,45
后端开发工程师 - 商业变现,后端,北京,JDU81,5,50,30
资深后端研发工程师-电商C端营销,后端,上海,MHCV,20,45,35
后端研发工程师-抖音/直播,后端,北京,9862,30,50,25
网络研发工程师-调度方向,后端,北京,26F1,20,50,25
后端开发工程师-飞书文档-公共服务方向,后端,深圳,34CV,10,60,30
服务端开发（高级）工程师 — 视频架构,后端,上海,J5DL1,15,40,20
业务架构高级工程师-数据治理,后端,上海,JP69V,10,50,25
java开发工程师-飞书,后端,深圳,R3WK1,3,50,25
后端研发工程师-开放平台-资金商家端,后端,杭州,T88V,5,60,30
国际支付高级研发工程师 - 支付架构方向,后端,深圳,3A3L,5,50,25
后端开发架构师-抖音支付,后端,北京,JL7ML,10,50,25
后台开发工程师-飞书,后端,深圳,89MK1,3,40,20
边缘计算资深调度研发工程师,后端,杭州,5AVP,10,50,30
服务端研发工程师-生活服务（商业平台）,后端,上海,8C2,5,45,25
Java开发工程师 - 商业化研发,后端,杭州,Q33P,3,50,30
后端研发工程师-电商供应链与物流,后端,上海,MDAV,30,35,26
高级（资深）服务端研发工程师-数据和安全方向,后端,北京,89VV,15,50,25
高级系统研发工程师-主机网络,后端,上海,J5KD1,3,50,30
后端研发工程师-火山引擎,后端,深圳,A9X2,1,50,25
抖音直播服务端负责人-资金安全方向,后端,北京,J953L,3,100,50
后端架构师-国际化电商,后端,北京,LYX2,10,55,26
前端研发工程师 — User Growth,后端,新加坡,CETP,5,70,35
后端研发工程师-钱包支付-资金与财税,后端,杭州,JAA9V,3,60,30
服务端开发工程师,后端,北京,JWFML,10,120,50
后端开发工程师-飞书人力套件（北京）,后端,北京,JBJA2,20,40,20
后台研发工程师 — 抖音,后端,北京,RFR2,40,60,25
推荐系统高级工程师,后端,北京,JTHL1,4,50,25
后端研发Leader-飞书企业应用,后端,上海,J1YGP,5,65,45
高级后端开发工程师-互联网保险,后端,北京,J9GQL,5,60,30
后端研发工程师-抖音广告,后端,北京,JLE6V,3,60,30
国际支付架构研发工程师,后端,上海,C8BP,20,50,25
服务端高级研发工程师,后端,杭州,8G3J1,10,50,30
服务端研发工程师-抖音营销服务,后端,杭州,JNWBV,15,50,20
机器学习平台开发工程师-AML,后端,杭州,JY6FP,10,50,20
服务端开发工程师-抖音多媒体,后端,北京,JQSNV,10,50,25
增长引擎开发工程师-抖音,后端,北京,JXUJP,6,60,30
高级后端开发工程师-飞书文档-存储方向,后端,广州,JC6NV,5,80,40
高级后台开发工程师-飞书,后端,深圳,LLEV,3,60,20
高级后端开发工程师-飞书文档-存储方向,后端,深圳,TANV,5,80,40
后端开发leader-飞书文档,后端,深圳,JUTCV,3,100,50
AI-Lab计算机视觉研发工程师,后端,上海,J2R51,5,50,25
后端研发架构师-钱包支付,后端,北京,JXFML,10,50,25
资深服务端开发工程师-番茄小说,后端,上海,JL6YV,1,65,35
业务架构Leader-抖音电商,后端,北京,JGGLL,1,65,55
云计算IaaS产品后端工程师,后端,成都,4UL2,20,50,25
Python后端高级开发工程师 — 抖音,后端,深圳,UWQ2,4,60,30
后端开发工程师 - AI Lab,后端,上海,JDB6V,1,50,35
服务端开发工程师-零代码/低代码平台,后端,深圳,JTSMV,5,60,30
高级后端开发工程师-数据平台,后端,北京,JYMS2,3,80,30
C++研发专家-飞书视频会议,后端,上海,JWX4P,1,50,30
服务端(高级)研发工程师 - 视频云私有化,后端,杭州,L6NV,3,60,30
服务端工程师/架构师-生活服务,后端,杭州,JK79V,10,50,30
后端开发工程师-飞书业务应用,后端,杭州,J2WN2,20,40,20
图形开发工程师（二维/三维）,后端,北京,3XPV,5,40,20
数据库工程师（DBA）,后端,北京,JT21,6,40,20
后端研发工程师 — AI Lab,后端,北京,RSYS1,1,40,20
研发架构师-火山引擎,后端,北京,J9UD2,1,80,50
后端开发工程师-飞书文档,后端,杭州,9BCV,3,60,30
服务端开发工程师-中台架构,后端,广州,8UY1,20,40,20
业务架构Leader-抖音电商,后端,上海,LCLL,1,65,55
数据平台后端开发工程师,后端,成都,LHAL,2,50,30
后端开发工程师-飞书存储业务,后端,武汉,NS1L,5,60,30
Java高级开发工程师 — 开发套件方向,后端,北京,JMRH1,3,50,30
后端研发工程师-直播内容创作-抖音/直播,后端,北京,L5DP,5,55,25
后端研发工程师 - 飞书应用,后端,三亚,YP12,3,60,30
后端开发工程师-飞书存储业务,后端,深圳,JSEEV,5,60,30
高性能计算架构工程师-科学计算方向,后端,北京,JNC42,3,60,30
后端开发工程师-国际化ToB推荐平台,后端,上海,JJ212,10,40,20
后端架构leader,后端,北京,JC25V,2,150,80
资深后台开发工程师-飞书,后端,深圳,JQAWP,10,40,20
后端开发研发leader-飞书企业应用SaaS商业化(上海）,后端,上海,E3RV,5,80,40
资深测试开发工程师-资金安全方向-国际化短视频（杭州/上海）,后端,杭州,JJ2SV,5,140,50
云原生后端研发工程师-火山引擎,后端,上海,VJT1,3,50,20
业务中台数据工程师,后端,北京,R4JK1,1,50,30
网络中台大数据开发工程师,后端,北京,JFHEV,7,50,20
SoC系统软件工程师,后端,上海,83XP,5,40,20
高级后台开发 — 抖音直播社区,后端,深圳,JECSV,6,50,25
边缘计算-云原生研发工程师/技术专家,后端,杭州,J6SMV,10,50,30
平台后端研发工程师-国际直播,后端,上海,JHXXL,10,50,25
资深后端研发工程师-电商供应链,后端,北京,JDPN1,10,45,35
服务端高级工程师-流开发平台,后端,杭州,JT6S2,10,65,35
后端开发工程师-住小帮（北京）,后端,北京,YBGP,20,50,25
服务端开发leader-零代码/低代码平台,后端,武汉,HK5V,5,60,30
资深后端研发工程师-抖音电商C端,后端,北京,KT1V,20,45,35
Linux操作系统研发工程师,后端,上海,J4HSP,5,50,30
资深后端研发工程师-广告电商方向,后端,杭州,B3U2,2,60,40
高级系统工程师 — 平台研发,后端,北京,JW7Y1,5,40,20
后端研发工程师-财资结算方向-火山引擎,后端,上海,JGGVP,5,50,25
Java开发工程师 — 广告变现,后端,北京,JY1W1,5,50,30
后端架构师 —飞书,后端,深圳,54B1,10,50,25
后端开发工程师-飞书零代码/低代码团队-Growth,后端,深圳,5EQL,5,60,20
服务端高级架构师 — 短视频,后端,上海,JFQ3P,8,60,35
服务端业务架构工程师,后端,深圳,8D2M1,5,40,20
后端开发工程师 - 搜索内容产品,后端,北京,TAR2,5,40,25
服务端高级开发工程师-平台开发,后端,上海,7MU2,10,50,30
Linux操作系统架构师,后端,上海,DJCV,5,50,30
后端开发leader （成都）,后端,成都,J7BXV,1,80,40
Java开发专家,后端,上海,JUAN1,5,50,30
机器学习中台架构师,后端,杭州,RAWJ1,5,65,35
后端研发工程师-国际化电商交易方向,后端,北京,VYX2,10,45,26
后台开发工程师-飞书,后端,深圳,QAWP,10,40,20
（资深）后端开发工程师-销售系统后台-EA customer 360,后端,北京,MEGV,5,60,30
后端数据研发工程师-游戏方向,后端,北京,JL4QP,100,65,30
资深后端开发工程师 - 移动平台,后端,上海,JW9P2,2,70,25
后端研发工程师-平台能力方向-火山引擎,后端,深圳,JE8X2,1,50,25
后端研发工程师-国际化电商供应链方向,后端,北京,QCX2,5,45,20
服务端(高级)研发工程师 - 运维平台,后端,杭州,CKNV,3,50,30
广告后端实习生-商业化技术,后端,北京,J91BV,20,8,5
后端开发工程师-营销方向（生活服务）,后端,上海,JR8TL,5,45,25
架构高级/资深研发工程师-国际化短视频,后端,北京,JH6SV,5,65,35
高级后端开发工程师-平台方向,后端,上海,483P,5,55,22
国际支付高级研发工程师 - 外汇方向,后端,深圳,JT53L,5,50,25
国际支付高级研发工程师 - 风控合规方向,后端,北京,3FVV,15,50,30
服务端开发工程师,后端,广州,GQM1,20,40,20
直播后台研发工程师-抖音/火山,后端,北京,J5PV2,50,80,22
边缘计算资深IaaS研发工程师,后端,杭州,JVNVP,10,50,30
AI-Lab 算法框架开发工程师 — 语音方向,后端,上海,JJ6ML,4,40,20
服务端技术负责人-国际直播,后端,上海,JTDXL,1,70,40
反作弊研发工程师,后端,上海,JHSJ2,2,50,30
资深java服务器开发工程师-朝夕光年,后端,北京,6SRP,2,45,25
后端开发工程师-番茄小说,后端,深圳,J4VYV,5,50,25
后端研发工程师-国际化电商,后端,北京,5QVV,30,35,20
后端架构师（IDaaS/IAM方向）-飞书业务中台,后端,杭州,9VEV,2,70,30
开发治理套件-ToB研发负责人,后端,上海,63G2,2,70,40
AI Lab 机器学习平台开发工程师—语音方向,后端,北京,YW6P,4,40,20
后端开发工程师-飞书业务应用,后端,广州,JK8FV,8,40,20
Windows 系统高级工程师,后端,上海,35CV,5,30,20
（资深）Java后端开发工程师-财务-飞书企业应用（北京/上海/杭州）,后端,北京,GGM1,1,45,25
后台开发Leader,后端,深圳,RSH61,2,100,50
后端研发工程师-电商供应链与物流,后端,北京,QAQP,3,35,20
后端研发Leader-抖音电商联盟开放平台,后端,上海,EYLL,1,55,35
供应链后端架构师,后端,北京,JEVSV,2,100,60
高级前端开发工程师-AIOps方向,后端,上海,JHMEV,5,40,20
服务端研发工程师-百科,后端,深圳,EU5V,10,44,22
高级后端开发工程师-AI,后端,北京,X3K1,5,50,30
（资深）后端开发工程师-审批-飞书企业应用,后端,北京,YYAV,2,45,30
用户中台后台开发工程师,后端,深圳,J7YTP,10,50,25
后端研发工程师 - 飞书应用,后端,北京,7CC2,10,60,30
资深后端研发工程师-电商供应链与物流,后端,上海,KAV,20,45,35
负载均衡研发专家,后端,深圳,F8844,2,60,30
资深后端研发工程师-抖音电商C端 ,后端,上海,JPKCV,20,45,35
国际支付系统研发工程师 - 资金方向,后端,北京,JPDSV,15,50,30
服务端技术负责人（飞连）- 火山引擎,后端,北京,JUSXL,1,80,50
后端开发工程师-巨量极速版,后端,上海,7Y9V,5,55,30
后端开发leader-飞书人力套件,后端,杭州,JRQC2,3,80,40
后端开发工程师-抖音数据平台,后端,北京,J3UV,10,50,20
Java开发高级工程师 — 数据安全方向,后端,上海,J8UXV,5,50,30
高级后端研发工程师-混合云平台-火山引擎,后端,北京,JUSEV,1,50,25
服务端研发负责人-抖音直播,后端,北京,JXVCL,2,100,60
边缘云-云网络研发专家,后端,深圳,C4478,5,60,30
平台研发工程师（上海）-视频云,后端,上海,O9383,10,40,20
实时通信WebRTC平台化客户端（资深）研发工程师 ,后端,北京,J8VCL,2,45,22
资深后端开发工程师（企业服务）-飞书人力套件,后端,北京,G8C2,5,80,40
点评平台服务端工程师-生活服务,后端,成都,9EXV,20,80,40
Java研发架构师,后端,北京,8X4V1,10,50,25
业务风控后端研发工程师-国际化电商平台治理,后端,北京,MP4V,30,35,20
资深后端研发工程师-飞鱼-上海,后端,上海,G0956,1,60,30
后端（高级）开发工程师-国际化电商数据产品,后端,杭州,JE25V,30,60,30
容器平台研发工程师,后端,北京,JJ4SL,7,50,20
数据地图方向负责人,后端,上海,J25WP,5,60,45
交付开发工程师-服务端-火山引擎,后端,上海,CN9L,3,40,20
后端开发工程师-北京,后端,北京,JTC91,1,48,30
服务端开发负责人-Pico,后端,北京,J6QEV,1,70,40
直播大数据leader,后端,北京,JMNU2,1,60,40
图形开发工程师（二维/三维）,后端,上海,9GFL,5,50,25
后端高级研发-抖音风控,后端,深圳,3MW2,1,70,30
AI-Lab 模型编译优化研发工程师-语音方向,后端,上海,J5MFL,1,60,30
服务端leader — 抖音电商中台,后端,北京,843W1,1,70,40
交易平台服务端工程师/架构师-生活服务,后端,杭州,RA9V,10,50,30
服务端高级/资深研发工程师 - 国际化短视频,后端,北京,DSV,5,65,35
服务端业务架构高级/资深工程师,后端,深圳,83VM1,5,40,20
业务架构师-抖音电商,后端,杭州,JF82L,10,55,35
后端高级工程师-OLAP分析型数据库,后端,北京,3PHL,5,75,35
高级后端开发工程师-电商,后端,杭州,J8152,3,50,30
广告算法架构高级工程师-Ads Infra,后端,上海,FE71,5,60,30
 服务端高级研发工程师 - 国际化短视频（内容发现方向）,后端,上海,V3BV,4,65,30
后端研发工程师-国际化电商C端,后端,上海,JH5GL,20,45,26
后端Leader - 飞书架构方向,后端,深圳,JN1QP,1,60,30
业务架构师-抖音电商,后端,北京,JJNLL,9,55,35
高级网络SRE工程师,后端,北京,8FVV1,7,40,20
后端开发工程师-千川,后端,上海,JB9YV,5,50,30
后台研发工程师 - 抖音,后端,北京,JLFTV,15,50,25
后端（高级）研发工程师- 国际化电商达人生态,后端,杭州,RSL,3,60,30
后端研发工程师-运营体系-火山引擎,后端,北京,JVWD2,1,50,25
服务端研发工程师 ,后端,北京,2U22,10,60,30
后端开发工程师-飞书存储业务,后端,广州,JGS1L,5,60,30
资深后端开发工程师-飞书业务应用,后端,广州,JP2F1,3,60,30
后端开发工程师 — 流量优化,后端,上海,8SCR1,5,50,30
风控系统架构师 — 反作弊方向,后端,北京,J6X9P,3,60,30
技术专家/高级工程师-数据湖内核,后端,北京,CB6L,10,75,35
资深工具开发工程师,后端,北京,JB9H1,5,40,20
资深后端工程师-大数据应用方向,后端,北京,57UV,10,50,20
广告研发工程师 — Pangle,后端,北京,JX5NL,2,60,25
后端研发Leader-通用服务方向-飞书企业应用,后端,北京,JWPX2,5,65,45
UE4高级研发工程师,后端,上海,CVXL,5,70,40
后端研发工程师-Pangle媒体平台,后端,北京,4TCV,4,50,25
Golang高级开发工程师 — 抖音,后端,深圳,JUWQ2,4,60,30
系统研发工程师-主机网络,后端,深圳,JCXQL,2,40,20
服务端（高级）开发工程师,后端,北京,8YKF1,4,50,30
国际支付高级研发工程师 - 风控合规方向,后端,杭州,J6XCL,30,50,20
服务端（高级）研发工程师-BI方向,后端,上海,B351,5,40,20
Golang开发工程师-生活服务,后端,北京,JPCB2,20,80,40
服务端(高级)研发工程师-边缘计算,后端,北京,JVJ1,5,45,25
全链路压测负责人,后端,北京,JS941,2,80,40
后端开发工程师（架构方向）-电商,后端,北京,QW81,5,55,30
业务架构师-抖音电商,后端,上海,TALL,9,55,35
国际支付研发工程师,后端,深圳,2BSL,10,44,22
边缘云网络研发工程师,后端,北京,JVTEV,7,50,20
后端研发工程师 - 技术商品管理,后端,北京,4G4P,5,50,25
数据平台后端开发,后端,北京,JW9SL,2,50,30
服务端技术负责人,后端,广州,KNCP,2,80,50
平台研发工程师（北京）-视频云,后端,北京,T7426,10,40,20
OP运维工程师,后端,上海,K0733,3,65,35
服务端开发工程师-生态策略-今日头条,后端,深圳,J22RL,3,50,25
AI-Lab 模型压缩研发工程师-语音方向,后端,北京,6RFL,1,60,30
后端架构师/TL-资源管理/技术经营方向,后端,上海,J4442,5,50,25
高级C++研发工程师-Pico 工程架构,后端,北京,JBC6L,3,80,50
云服务稳定性治理（资深）SRE,后端,上海,JLWBV,5,70,30
高级系统工程师 — 平台研发,后端,杭州,J31RL,5,40,20
网络验证工程师,后端,深圳,W4040,2,60,30
UE4技术美术,后端,北京,T1V,3,50,25
（资深）Golang后端开发工程师—法务—飞书企业应用,后端,北京,JSWQL,5,50,25
服务端资深/高级-头条直播电商,后端,深圳,T69L,3,50,25
风控数据平台负责人,后端,北京,JQRVV,1,60,30
光网络管控系统研发工程师,后端,北京,H4612,2,60,30
AI-Lab 算法框架开发工程师 — 语音方向,后端,北京,JNXVL,4,40,20
虚拟化资深技术专家,后端,杭州,L5665,10,80,50
高级广告后端研发工程师-穿山甲,后端,北京,J2FBL,5,50,25
SoC系统验证工程师,后端,上海,BJ5P,5,40,25
数据洞察平台-数据处理技术负责人,后端,上海,JMYA1,5,40,20
后端开发工程师/架构师-飞书稳定性,后端,北京,JPQ3L,7,60,30
后端研发工程师-伙伴生态-火山引擎,后端,深圳,KR5L,1,50,25
C/C++开发工程师,后端,北京,QWT1,9,50,25
资深后端研发工程师-国际化电商供应链方向,后端,上海,8X2,30,45,35
服务端开发资深工程师-零代码/低代码平台,后端,北京,NYA1,5,60,30
后端开发工程师-广告线索通,后端,杭州,KC9L,2,50,30
研发架构师—火山引擎,后端,上海,JL5D2,1,80,50
高级广告后端开发工程师-穿山甲,后端,北京,JK6JL,5,50,25
服务端(高级)研发工程师 - 数据存储平台,后端,杭州,JTKNV,3,60,30
算法架构工程师,后端,北京,JWJU2,2,60,30
服务端开发工程师-飞书开放平台 ,后端,杭州,JKU71,10,60,30
服务端开发leader-零代码/低代码平台,后端,北京,JCR5V,5,60,30
后端开发工程师-飞书存储业务,后端,杭州,JX6AL,5,60,30
服务端开发资深工程师-零代码/低代码平台,后端,杭州,2HDV,10,60,30
服务端开发工程师-零代码/低代码平台,后端,杭州,XWDV,20,60,30
后端开发工程师,后端,深圳,TC6P,2,40,20
后端架构工程师-飞书应用,后端,杭州,8RSV,5,60,30
后端研发技术专家/工程师-火山引擎,后端,北京,JDFML,10,75,35
后端开发工程师/架构师-飞书稳定性,后端,北京,JR7SL,7,60,30
推荐架构工程师,后端,杭州,VWTP,5,50,30
AI-Lab 模型编译优化研发工程师-语音方向,后端,北京,WHFL,1,60,30
